MemberID,DiscussionID,Rating,FavoriteTrack1,FavoriteTrack2,FavoriteTrack3
88,1,7,NA,NA,NA
59,2,8,NA,NA,NA
88,3,9,NA,NA,NA
294,3,10,NA,NA,NA
201,3,7,NA,NA,NA
88,4,7,NA,NA,NA
19,5,10,NA,NA,NA
59,5,8,NA,NA,NA
294,6,9,NA,NA,NA
88,7,9,NA,NA,NA
59,7,9,NA,NA,NA
59,8,7,NA,NA,NA
201,8,9,NA,NA,NA
59,9,5,NA,NA,NA
59,10,9,NA,NA,NA
59,11,4,NA,NA,NA
313,11,7,NA,NA,NA
59,12,10,NA,NA,NA
88,13,7,NA,NA,NA
59,14,6,NA,NA,NA
88,15,9,NA,NA,NA
59,15,8,NA,NA,NA
201,16,9,NA,NA,NA
313,16,9,NA,NA,NA
59,16,10,NA,NA,NA
59,17,7,NA,NA,NA
59,18,9,NA,NA,NA
201,18,10,NA,NA,NA
9,19,6,The Chain,NA,NA
47,19,7,Go Your Own Way,NA,NA
4,19,8,Dreams,NA,NA
38,19,8,The Chain,NA,NA
2,19,8,You Make Loving Fun,NA,NA
27,19,8,Dreams,NA,NA
14,19,8,The Chain,NA,NA
42,19,7,Go Your Own Way,NA,NA
29,19,5,Oh Daddy,NA,NA
8,19,6,The Chain,NA,NA
6,19,8,Go Your Own Way,NA,NA
7,19,9,Gold Dust Woman,NA,NA
10,19,10,The Chain,NA,NA
11,19,7,Go Your Own Way,NA,NA
3,19,4,Dreams,NA,NA
44,19,8,Songbird,NA,NA
13,19,7,The Chain,NA,NA
40,19,8,Go Your Own Way,NA,NA
32,19,7,The Chain,NA,NA
43,19,9,Gold Dust Woman,NA,NA
12,19,8,Dreams,NA,NA
46,19,8,Second Hand News,NA,NA
30,19,7,Dreams,NA,NA
31,19,8,Never Going Back Again,NA,NA
15,19,8,Dreams,NA,NA
41,19,7,Don't Stop,NA,NA
34,19,9,Dreams,NA,NA
35,19,7,The Chain,NA,NA
36,19,7,The Chain,NA,NA
37,19,9,The Chain,NA,NA
45,19,7,Dreams,NA,NA
39,19,7,Dreams,NA,NA
33,19,10,Songbird,NA,NA
5,19,6,Dreams,NA,NA
28,19,8,Never Going Back Again,NA,NA
58,19,6,The Chain,NA,NA
56,19,8,The Chain,NA,NA
65,19,8,Go Your Own Way,NA,NA
64,19,7,The Chain,NA,NA
63,19,5,The Chain,NA,NA
59,19,9,The Chain,NA,NA
57,19,5,The Chain,NA,NA
51,19,7,You Make Loving Fun,NA,NA
68,19,5,The Chain,NA,NA
16,19,7,The Chain,NA,NA
53,19,9,Songbird,NA,NA
52,19,9,The Chain,NA,NA
54,19,5,The Chain,NA,NA
69,19,7,The Chain,NA,NA
62,19,8,Second Hand News,NA,NA
55,19,8,Never Going Back Again,NA,NA
50,19,7,The Chain,NA,NA
60,19,9,Dreams,NA,NA
24,19,7,Songbird,NA,NA
67,19,6,Never Going Back Again,NA,NA
88,19,6,NA,NA,NA
19,19,8,You Make Loving Fun,NA,NA
20,19,10,The Chain,NA,NA
21,19,6,The Chain,NA,NA
22,19,10,I Don't Want to Know,NA,NA
23,19,7,The Chain,NA,NA
49,19,7,The Chain,NA,NA
18,19,8,Second Hand News,NA,NA
17,19,8,You Make Loving Fun,NA,NA
26,19,9,The Chain,NA,NA
48,19,6,Go Your Own Way,NA,NA
1,19,8,Go Your Own Way,NA,NA
66,19,7,You Make Loving Fun,NA,NA
61,19,6,The Chain,NA,NA
25,19,9,Dreams,NA,NA
84,20,8,Bad Religion,NA,NA
88,20,8,Thinkin Bout You,NA,NA
82,20,8,Pink Matter,NA,NA
6,20,7,Pyramids,NA,NA
62,20,7,Pyramids,NA,NA
8,20,8,Crack Rock,NA,NA
37,20,7,Bad Religion,NA,NA
59,20,8,Pyramids,NA,NA
14,20,4,Pyramids,NA,NA
15,20,9,Pyramids,NA,NA
52,20,6,Bad Religion,NA,NA
35,20,8,Crack Rock,NA,NA
9,20,9,Crack Rock,NA,NA
83,20,7,Pyramids,NA,NA
31,20,7,Monks,NA,NA
81,20,9,Forrest Gump,NA,NA
86,20,8,nan,NA,NA
76,20,9,Monks,NA,NA
46,20,7,Pilot Jones,NA,NA
69,20,10,Pyramids,NA,NA
57,20,10,Sweet Life,NA,NA
43,20,7,Bad Religion,NA,NA
39,20,10,Pyramids,NA,NA
75,20,6,Pyramids,NA,NA
85,20,8,Forrest Gump,NA,NA
41,20,9,Pink Matter,NA,NA
1,20,9,Pyramids,NA,NA
11,20,9,Pink Matter,NA,NA
87,20,8,Forrest Gump,NA,NA
32,20,8,Super Rich Kids,NA,NA
12,20,10,Pink Matter,NA,NA
29,20,6,Sweet Life,NA,NA
92,20,8,Super Rich Kids,NA,NA
71,20,9,Pink Matter,NA,NA
33,20,9,Pyramids,NA,NA
70,20,8,Pink Matter,NA,NA
21,20,6,Super Rich Kids,NA,NA
90,20,10,Pyramids,NA,NA
93,20,10,Super Rich Kids,NA,NA
64,20,8,Pink Matter,NA,NA
74,20,9,Bad Religion,NA,NA
58,20,8,Crack Rock,NA,NA
72,20,7,Pink Matter,NA,NA
91,20,9,Sierra Leone,NA,NA
68,20,7,Pyramids,NA,NA
94,20,7,Pyramids,NA,NA
19,20,7,Bad Religion,NA,NA
23,20,6,Pyramids,NA,NA
73,20,9,Pyramids,NA,NA
294,20,8,NA,NA,NA
89,20,8,Thinkin Bout You,NA,NA
50,20,9,Pink Matter,NA,NA
49,20,9,Forrest Gump,NA,NA
55,20,6,Crack Rock,NA,NA
77,20,8,Forrest Gump,NA,NA
30,20,5,nan,NA,NA
80,20,7,Pyramids,NA,NA
18,20,7,Bad Religion,NA,NA
78,20,9,Pink Matter,NA,NA
79,20,8,Super Rich Kids,NA,NA
99,21,8,Ex-Factor,NA,NA
47,21,8,I Used to Love Him,NA,NA
52,21,10,Ex-Factor,NA,NA
98,21,9,The Miseducation of Lauryn Hill,NA,NA
100,21,9,Doo Wop,NA,NA
33,21,10,To Zion,NA,NA
88,21,9,Ex-Factor,NA,NA
44,21,8,Ex-Factor,NA,NA
37,21,10,Ex-Factor,NA,NA
65,21,9,When It Hurts so Bad,NA,NA
35,21,7,To Zion,NA,NA
97,21,8,Ex-Factor,NA,NA
101,21,10,Nothing Even Matters,NA,NA
76,21,10,Ex-Factor,NA,NA
13,21,9,Can't Take My Eyes Off of You,NA,NA
39,21,8,To Zion,NA,NA
18,21,9,Doo Wop,NA,NA
96,21,9,Ex-Factor,NA,NA
16,21,10,Doo Wop,NA,NA
6,21,7,NA,NA,NA
19,21,9,To Zion,NA,NA
49,21,10,Forgive Them Father,NA,NA
1,21,8,Lost Ones,NA,NA
95,21,10,To Zion,NA,NA
38,21,10,Nothing Even Matters,NA,NA
294,21,9,NA,NA,NA
102,21,8,The Miseducation of Lauryn Hill,NA,NA
31,21,8,Forgive Them Father,NA,NA
21,21,8,Lost Ones,NA,NA
72,21,9,Ex-Factor,NA,NA
45,21,8,Doo Wop,NA,NA
12,21,8,Doo Wop,NA,NA
59,21,8,NA,NA,NA
62,21,10,Final Hour,NA,NA
53,21,10,Nothing Even Matters,NA,NA
13,22,8,Rehab,NA,NA
76,22,9,He Can Only Hold Her,NA,NA
5,22,10,Back to Black,NA,NA
96,22,8,Love Is a Losing Game,NA,NA
62,22,9,Just Friends,NA,NA
104,22,8,Addicted,NA,NA
89,22,10,Back to Black,NA,NA
31,22,8,Tears Dry on Their Own,NA,NA
49,22,7,Rehab,NA,NA
79,22,9,You Know I'm No Good,NA,NA
98,22,6,Back to Black,NA,NA
59,22,6,NA,NA,NA
25,22,10,You Know I'm No Good,NA,NA
92,22,9,Back to Black,NA,NA
35,22,8,Tears Dry on Their Own,NA,NA
19,22,8,Back to Black,NA,NA
1,22,10,Rehab,NA,NA
106,22,10,Back to Black,NA,NA
44,22,9,Wake Up Alone,NA,NA
39,22,7,Rehab,NA,NA
52,22,9,You Know I'm No Good,NA,NA
105,22,6,You Know I'm No Good,NA,NA
27,22,10,He Can Only Hold Her,NA,NA
103,22,7,Me & Mr. Jones,NA,NA
48,22,9,You Know I'm No Good,NA,NA
92,23,8,Moog City,NA,NA
109,23,7,Sweden,NA,NA
19,23,9,Sweden,NA,NA
9,23,10,Wet Hands,NA,NA
88,23,7,Dry Hands,NA,NA
18,23,8,Mice On Venus,NA,NA
17,23,6,Minecraft,NA,NA
60,23,7,Subwoofer Lullaby,NA,NA
59,23,10,Dry Hands,NA,NA
45,23,9,Dog,NA,NA
49,23,10,Sweden,NA,NA
5,23,9,Dog,NA,NA
62,23,4,Subwoofer Lullaby,NA,NA
97,23,7,Mice On Venus,NA,NA
104,23,9,Subwoofer Lullaby,NA,NA
69,23,9,Wet Hands,NA,NA
105,23,10,Wet Hands,NA,NA
52,23,6,Key,NA,NA
1,23,7,Sweden,NA,NA
38,23,10,Haggstrom,NA,NA
6,23,10,Mice On Venus,NA,NA
71,23,8,Sweden,NA,NA
76,23,10,Living Mice,NA,NA
35,23,7,Cat,NA,NA
79,23,7,Moog City,NA,NA
26,23,1,Sweden,NA,NA
108,23,9,Cat,NA,NA
46,23,8,Wet Hands,NA,NA
12,23,9,Equinoxe,NA,NA
103,23,4,Haggstrom,NA,NA
107,23,10,Sweden,NA,NA
39,23,7,Subwoofer Lullaby,NA,NA
92,24,8,Chaos Space Marine,NA,NA
88,24,8,Haldern,NA,NA
59,24,8,Concorde,NA,NA
111,24,8,The Place Where He Inserted The Blade,NA,NA
201,24,9,NA,NA,NA
46,24,9,The Place Where He Inserted The Blade,NA,NA
49,24,8,The Place Where He Inserted The Blade,NA,NA
45,24,9,Good Will Hunting,NA,NA
37,24,8,Concorde,NA,NA
96,24,9,Bread Song,NA,NA
26,24,6,Chaos Space Marine,NA,NA
112,24,10,The Place Where He Inserted The Blade,NA,NA
109,24,8,Bread Song,NA,NA
62,24,8,Concorde,NA,NA
39,24,10,The Place Where He Inserted The Blade,NA,NA
44,24,7,Intro,NA,NA
7,24,8,Chaos Space Marine,NA,NA
79,24,9,Basketball Shoes,NA,NA
71,24,9,The Place Where He Inserted The Blade,NA,NA
110,24,6,The Place Where He Inserted The Blade,NA,NA
21,24,8,The Place Where He Inserted The Blade,NA,NA
12,24,10,Concorde,NA,NA
31,24,8,Good Will Hunting,NA,NA
1,24,8,The Place Where He Inserted The Blade,NA,NA
19,24,10,The Place Where He Inserted The Blade,NA,NA
6,24,9,Chaos Space Marine,NA,NA
72,24,7,Concorde,NA,NA
103,24,7,Chaos Space Marine,NA,NA
52,24,10,Chaos Space Marine,NA,NA
18,24,10,The Place Where He Inserted The Blade,NA,NA
35,24,10,Chaos Space Marine,NA,NA
18,25,7,Me and Michael,NA,NA
79,25,7,She Works Out Too Much,NA,NA
69,25,9,James,NA,NA
49,25,6,She Works Out Too Much,NA,NA
45,25,6,She Works Out Too Much,NA,NA
111,25,8,Little Dark Age,NA,NA
6,25,8,Little Dark Age,NA,NA
31,25,6,She Works Out Too Much,NA,NA
103,25,9,Me and Michael,NA,NA
27,25,7,Me and Michael,NA,NA
8,25,7,Little Dark Age,NA,NA
52,25,8,Little Dark Age,NA,NA
76,25,7,She Works Out Too Much,NA,NA
112,25,7,TSLAMP,NA,NA
59,25,8,Little Dark Age,NA,NA
72,25,9,Hand It Over,NA,NA
92,25,7,Little Dark Age,NA,NA
39,25,7,She Works Out Too Much,NA,NA
71,25,8,She Works Out Too Much,NA,NA
109,25,6,Days That Got Away,NA,NA
25,25,7,Little Dark Age,NA,NA
88,25,8,Hand It Over,NA,NA
44,25,9,She Works Out Too Much,NA,NA
46,25,8,Little Dark Age,NA,NA
62,25,10,TSLAMP,NA,NA
313,25,9,NA,NA,NA
1,25,9,Me and Michael,NA,NA
92,26,6,Vamp Anthem,NA,NA
46,26,6,JumpOutTheHouse,NA,NA
116,26,4,New N3eon,NA,NA
69,26,6,JumpOutTheHouse,NA,NA
1,26,10,JumpOutTheHouse,NA,NA
6,26,5,Stop breathing,NA,NA
39,26,6,Go2DaMoon (Feat. Kanye West),NA,NA
18,26,2,No Sl33p,NA,NA
64,26,8,Slay3r,NA,NA
35,26,5,Control,NA,NA
115,26,10,ILoveUIHateU,NA,NA
19,26,5,Teen X (Feat. Future),NA,NA
52,26,4,Control,NA,NA
31,26,3,Sky,NA,NA
62,26,8,Stop breathing,NA,NA
79,26,4,Been!,NA,NA
76,26,8,On That Time,NA,NA
9,26,10,ILoveUIHateU,NA,NA
109,26,10,New Tank,NA,NA
12,26,6,Sky,NA,NA
117,26,7,Sky,NA,NA
72,26,9,ILoveUIHateU,NA,NA
113,26,5,Sky,NA,NA
114,26,10,Rockstar Made,NA,NA
88,26,8,New N3eon,NA,NA
59,26,6,JumpOutTheHouse,NA,NA
30,26,3,Rockstar Made,NA,NA
37,27,7,Peaches En Regalia,NA,NA
52,27,7,Son Of Mr. Green Genes,NA,NA
117,27,8,Willie The Pimp,NA,NA
92,27,6,Peaches En Regalia,NA,NA
8,27,7,It Must Be A Camel,NA,NA
25,27,6,Son Of Mr. Green Genes,NA,NA
111,27,8,The Gumbo Variations,NA,NA
12,27,9,Willie The Pimp,NA,NA
26,27,7,Peaches En Regalia,NA,NA
79,27,6,The Gumbo Variations,NA,NA
46,27,8,Peaches En Regalia,NA,NA
6,27,6,Son Of Mr. Green Genes,NA,NA
1,27,7,Willie The Pimp,NA,NA
35,27,9,Son Of Mr. Green Genes,NA,NA
76,27,6,Willie The Pimp,NA,NA
18,27,8,Peaches En Regalia,NA,NA
20,27,8,Peaches En Regalia,NA,NA
45,27,6,The Gumbo Variations,NA,NA
59,27,8,Peaches En Regalia,NA,NA
49,27,7,Willie The Pimp,NA,NA
19,27,7,Peaches En Regalia,NA,NA
71,27,7,Peaches En Regalia,NA,NA
69,27,9,Son Of Mr. Green Genes,NA,NA
39,27,8,Willie The Pimp,NA,NA
92,28,8,Building Steam With A Grain Of Salt,NA,NA
62,28,9,What Does Your Soul Look Like - Pt. 4,NA,NA
19,28,9,Building Steam With A Grain Of Salt,NA,NA
31,28,8,The Number Song,NA,NA
79,28,9,Napalm Brain / Scatter Brain - Medley,NA,NA
52,28,7,Building Steam With A Grain Of Salt,NA,NA
26,28,10,Building Steam With A Grain Of Salt,NA,NA
118,28,7,The Number Song,NA,NA
1,28,9,The Number Song,NA,NA
6,28,7,Stem / Long Stem - Medley,NA,NA
60,28,9,Midnight In A Perfect World,NA,NA
103,28,4,Building Steam With A Grain Of Salt,NA,NA
119,28,10,Napalm Brain / Scatter Brain - Medley,NA,NA
76,28,8,Building Steam With A Grain Of Salt,NA,NA
59,28,8,Building Steam With A Grain Of Salt,NA,NA
46,28,10,Changeling,NA,NA
37,28,8,Stem / Long Stem - Medley,NA,NA
39,28,7,What Does Your Soul Look Like - Pt. 1 / Blue Sky Revisit,NA,NA
12,28,7,Mutual Slump,NA,NA
49,28,8,Napalm Brain / Scatter Brain - Medley,NA,NA
88,28,7,Mutual Slump,NA,NA
69,28,10,Midnight In A Perfect World,NA,NA
98,28,9,Building Steam With A Grain Of Salt,NA,NA
18,28,7,Building Steam With A Grain Of Salt,NA,NA
35,28,7,Mutual Slump,NA,NA
19,29,6,Transatlanticism,NA,NA
38,29,6,Tiny Vessels,NA,NA
62,29,4,Title And Registration,NA,NA
79,29,7,We Looked Like Giants,NA,NA
1,29,10,Death Of An Interior Decorator,NA,NA
12,29,8,Expo '86,NA,NA
201,29,8,NA,NA,NA
72,29,3,Title And Registration,NA,NA
21,29,8,Expo '86,NA,NA
92,29,6,Expo '86,NA,NA
6,29,8,We Looked Like Giants,NA,NA
69,29,9,The New Year,NA,NA
111,29,10,The New Year,NA,NA
31,29,7,Death Of An Interior Decorator,NA,NA
98,29,7,Death Of An Interior Decorator,NA,NA
18,29,8,Passenger Seat,NA,NA
39,29,9,Transatlanticism,NA,NA
88,29,4,Passenger Seat,NA,NA
59,29,10,Expo '86,NA,NA
46,29,7,Transatlanticism,NA,NA
35,29,7,The New Year,NA,NA
49,29,6,Tiny Vessels,NA,NA
26,30,7,Pagan Poetry,NA,NA
59,30,8,Pagan Poetry,NA,NA
39,30,7,Its Not Up To You,NA,NA
18,30,6,Aurora,NA,NA
79,30,8,Pagan Poetry,NA,NA
12,30,7,Frosti,NA,NA
49,30,7,Pagan Poetry,NA,NA
72,30,5,Unison,NA,NA
6,30,7,Its Not Up To You,NA,NA
52,30,10,Its Not Up To You,NA,NA
71,30,9,Pagan Poetry,NA,NA
111,30,10,Pagan Poetry,NA,NA
112,30,9,Hidden Place,NA,NA
92,30,8,Aurora,NA,NA
88,30,10,Pagan Poetry,NA,NA
62,30,5,Heirloom,NA,NA
20,30,9,Pagan Poetry,NA,NA
19,30,6,Unison,NA,NA
46,30,9,Pagan Poetry,NA,NA
117,30,6,Undo,NA,NA
35,30,9,Undo,NA,NA
31,31,9,Paranoid Android,Let Down,No Surprises
6,31,9,Exit Music (For a Film),Let Down,No Surprises
135,31,7,Electioneering,NA,NA
147,31,9,Paranoid Android,Exit Music (For a Film),Climbing Up the Walls
134,31,6,Karma Police,Fitter Happier,The Tourist
139,31,3,Paranoid Android,Let Down,Karma Police
19,31,8,Paranoid Android,Exit Music (For a Film),No Surprises
140,31,8,Fitter Happier,NA,NA
141,31,8,Exit Music (For a Film),Electioneering,No Surprises
101,31,9,Paranoid Android,Exit Music (For a Film),No Surprises
21,31,8,Exit Music (For a Film),Electioneering,No Surprises
79,31,9,Paranoid Android,Subterranean Homesick Alien,No Surprises
143,31,7,Karma Police,No Surprises,The Tourist
92,31,7,Exit Music (For a Film),Karma Police,No Surprises
146,31,8,Karma Police,Fitter Happier,No Surprises
144,31,4,Paranoid Android,NA,NA
35,31,8,Paranoid Android,Let Down,No Surprises
18,31,8,Paranoid Android,Let Down,Electioneering
71,31,9,Paranoid Android,Exit Music (For a Film),Electioneering
44,31,6,Exit Music (For a Film),No Surprises,The Tourist
46,31,8,Exit Music (For a Film),Let Down,No Surprises
37,31,8,Let Down,Karma Police,The Tourist
109,31,9,Subterranean Homesick Alien,Exit Music (For a Film),No Surprises
145,31,9,Exit Music (For a Film),Karma Police,No Surprises
136,31,10,Airbag,Let Down,Climbing Up the Walls
142,31,7,Paranoid Android,Electioneering,Climbing Up the Walls
52,31,10,Paranoid Android,Karma Police,No Surprises
137,31,10,Paranoid Android,Subterranean Homesick Alien,Exit Music (For a Film)
30,31,6,No Surprises,NA,NA
106,31,9,Airbag,Electioneering,No Surprises
72,31,7,No Surprises,NA,NA
129,31,8,Airbag,Electioneering,No Surprises
121,31,10,Paranoid Android,Exit Music (For a Film),No Surprises
122,31,8,Exit Music (For a Film),Electioneering,Climbing Up the Walls
133,31,3,Let Down,Electioneering,The Tourist
26,31,10,Airbag,Paranoid Android,Subterranean Homesick Alien
124,31,8,Paranoid Android,Exit Music (For a Film),Karma Police
132,31,8,Paranoid Android,Exit Music (For a Film),No Surprises
127,31,7,Let Down,Karma Police,Electioneering
25,31,7,Paranoid Android,NA,NA
138,31,8,Subterranean Homesick Alien,Karma Police,Fitter Happier
123,31,7,Paranoid Android,Let Down,Climbing Up the Walls
126,31,9,Paranoid Android,Exit Music (For a Film),No Surprises
76,31,3,Let Down,NA,NA
120,31,8,Paranoid Android,Karma Police,No Surprises
59,31,10,Exit Music (For a Film),No Surprises,The Tourist
130,31,7,Airbag,Paranoid Android,No Surprises
294,31,10,NA,NA,NA
12,31,9,Airbag,Subterranean Homesick Alien,Exit Music (For a Film)
131,31,6,Paranoid Android,Fitter Happier,No Surprises
128,31,7,NA,NA,NA
148,31,10,Paranoid Android,Karma Police,No Surprises
88,31,8,NA,NA,NA
39,31,8,Paranoid Android,Exit Music (For a Film),Let Down
49,31,8,Airbag,Exit Music (For a Film),No Surprises
38,31,9,Airbag,Paranoid Android,Subterranean Homesick Alien
125,31,8,Airbag,Paranoid Android,No Surprises
1,31,10,Paranoid Android,Subterranean Homesick Alien,Let Down
143,32,4,Cherry-coloured Funk,Heaven or Las Vegas,Frou-frou foxes in Midsummer Fires
1,32,6,Cherry-coloured Funk,Iceblink Luck,I Wear Your Ring
72,32,10,Fifty-fifty Clown,NA,NA
79,32,8,Cherry-coloured Funk,Pitch the Baby,Heaven or Las Vegas
152,32,6,Pitch the Baby,Heaven or Las Vegas,Wolf in the Breast
149,32,8,Cherry-coloured Funk,Fifty-fifty Clown,Heaven or Las Vegas
59,32,8,Cherry-coloured Funk,Heaven or Las Vegas,Frou-frou foxes in Midsummer Fires
120,32,4,I Wear Your Ring,NA,NA
137,32,8,Cherry-coloured Funk,Pitch the Baby,Heaven or Las Vegas
127,32,8,Cherry-coloured Funk,Fifty-fifty Clown,Frou-frou foxes in Midsummer Fires
121,32,7,Cherry-coloured Funk,Pitch the Baby,Iceblink Luck
60,32,9,Cherry-coloured Funk,Heaven or Las Vegas,Frou-frou foxes in Midsummer Fires
148,32,9,Cherry-coloured Funk,Iceblink Luck,Frou-frou foxes in Midsummer Fires
141,32,9,Iceblink Luck,Heaven or Las Vegas,Wolf in the Breast
153,32,7,Cherry-coloured Funk,Iceblink Luck,Heaven or Las Vegas
37,32,8,Cherry-coloured Funk,Pitch the Baby,Iceblink Luck
21,32,7,Fifty-fifty Clown,NA,NA
71,32,9,Pitch the Baby,Fotzepolitic,Frou-frou foxes in Midsummer Fires
52,32,10,Pitch the Baby,Iceblink Luck,Frou-frou foxes in Midsummer Fires
117,32,6,Cherry-coloured Funk,Heaven or Las Vegas,Frou-frou foxes in Midsummer Fires
151,32,6,Cherry-coloured Funk,Pitch the Baby,Heaven or Las Vegas
123,32,7,Cherry-coloured Funk,Fifty-fifty Clown,Heaven or Las Vegas
6,32,6,Cherry-coloured Funk,Fotzepolitic,Frou-frou foxes in Midsummer Fires
49,32,9,Pitch the Baby,Fotzepolitic,Wolf in the Breast
150,32,10,Fifty-fifty Clown,Fotzepolitic,Frou-frou foxes in Midsummer Fires
131,32,8,Cherry-coloured Funk,Fifty-fifty Clown,Frou-frou foxes in Midsummer Fires
18,32,9,Cherry-coloured Funk,Iceblink Luck,Wolf in the Breast
30,32,7,Cherry-coloured Funk,NA,NA
156,32,8,Cherry-coloured Funk,Heaven or Las Vegas,Fotzepolitic
44,32,8,Cherry-coloured Funk,Heaven or Las Vegas,I Wear Your Ring
25,32,5,Cherry-coloured Funk,Heaven or Las Vegas,Road River and Rail
109,32,7,Cherry-coloured Funk,Road River and Rail,Frou-frou foxes in Midsummer Fires
31,32,8,Cherry-coloured Funk,Iceblink Luck,Heaven or Las Vegas
69,32,10,Cherry-coloured Funk,Iceblink Luck,Heaven or Las Vegas
35,32,9,Cherry-coloured Funk,Pitch the Baby,Fotzepolitic
201,32,9,NA,NA,NA
88,32,9,NA,NA,NA
145,32,8,Heaven or Las Vegas,I Wear Your Ring,Frou-frou foxes in Midsummer Fires
144,32,4,Cherry-coloured Funk,Frou-frou foxes in Midsummer Fires,NA
142,32,7,Cherry-coloured Funk,Pitch the Baby,Heaven or Las Vegas
157,32,2,Pitch the Baby,Heaven or Las Vegas,I Wear Your Ring
135,32,8,Cherry-coloured Funk,Fifty-fifty Clown,Heaven or Las Vegas
91,32,4,Cherry-coloured Funk,Iceblink Luck,Heaven or Las Vegas
39,32,10,Pitch the Baby,Heaven or Las Vegas,Wolf in the Breast
38,32,9,Cherry-coloured Funk,Pitch the Baby,Fotzepolitic
12,32,10,Iceblink Luck,Heaven or Las Vegas,Fotzepolitic
126,32,7,Cherry-coloured Funk,Heaven or Las Vegas,I Wear Your Ring
138,32,7,Cherry-coloured Funk,Iceblink Luck,Heaven or Las Vegas
146,32,8,Cherry-coloured Funk,Heaven or Las Vegas,Wolf in the Breast
92,32,8,Cherry-coloured Funk,NA,NA
46,32,10,Cherry-coloured Funk,Iceblink Luck,Frou-frou foxes in Midsummer Fires
155,32,7,Pitch the Baby,Heaven or Las Vegas,Wolf in the Breast
140,32,9,Pitch the Baby,Heaven or Las Vegas,NA
154,32,8,Cherry-coloured Funk,Pitch the Baby,Heaven or Las Vegas
69,33,7,Galaxy,Kody Blu 31,2007
138,33,9,Bruddanem,Stars,2007
160,33,8,Galaxy,Crack Sandwich,Money
155,33,7,Raydar,Dance Now,Surround Sound
18,33,7,Surround Sound,Kody Blu 31,Better Days
38,33,8,Crack Sandwich,Surround Sound,Stars
150,33,10,Crack Sandwich,Surround Sound,Cant Make U Change
76,33,10,Crack Sandwich,Surround Sound,2007
71,33,9,Dance Now,Cant Punk Me,2007
144,33,7,Galaxy,Money,2007
31,33,7,Crack Sandwich,Kody Blu 31,2007
141,33,5,Dance Now,Crack Sandwich,Kody Blu 31
120,33,5,Cant Punk Me,Surround Sound,NA
46,33,8,Surround Sound,Kody Blu 31,Stars
156,33,7,Crack Sandwich,Surround Sound,Just in Time
7,33,9,Raydar,Stars,Lauder Too
152,33,9,Raydar,Dance Now,Crack Sandwich
148,33,9,Surround Sound,Kody Blu 31,2007
52,33,8,Crack Sandwich,Surround Sound,2007
35,33,8,Raydar,Crack Sandwich,Money
117,33,9,Raydar,Stars,Just in Time
143,33,7,Raydar,Crack Sandwich,2007
49,33,8,Crack Sandwich,Surround Sound,2007
1,33,10,Dance Now,Kody Blu 31,Money
12,33,9,Galaxy,Surround Sound,Money
145,33,7,Raydar,Crack Sandwich,Surround Sound
158,33,6,Crack Sandwich,Money,2007
142,33,8,Raydar,Crack Sandwich,Kody Blu 31
157,33,8,Crack Sandwich,Surround Sound,Stars
92,33,8,Surround Sound,Money,2007
127,33,5,Dance Now,Kody Blu 31,Sistanem
151,33,8,Raydar,Kody Blu 31,2007
79,33,9,Surround Sound,Bruddanem,2007
30,33,7,NA,NA,NA
19,33,7,Crack Sandwich,Kody Blu 31,Just in Time
159,33,5,Crack Sandwich,Stars,2007
39,33,7,Raydar,Cant Punk Me,Surround Sound
72,33,7,Crack Sandwich,Surround Sound,Sistanem
88,33,7,Raydar,Stars,Just in Time
59,33,8,Raydar,Crack Sandwich,2007
150,34,10,Faceshopping,Pretending,Immaterial
156,34,9,Faceshopping,Immaterial,Whole New World/Pretend World
46,34,8,Faceshopping,Is it Cold in the Water,Immaterial
131,34,10,Ponyboy,Is it Cold in the Water,Immaterial
71,34,10,Faceshopping,Is it Cold in the Water,Whole New World/Pretend World
147,34,6,Its Okay to Cry,Is it Cold in the Water,Immaterial
88,34,6,Infatuation,Not Okay,Immaterial
146,34,8,Ponyboy,Faceshopping,Not Okay
18,34,7,Is it Cold in the Water,Immaterial,Whole New World/Pretend World
138,34,8,Its Okay to Cry,Is it Cold in the Water,Infatuation
26,34,6,Ponyboy,Is it Cold in the Water,Immaterial
7,34,10,Is it Cold in the Water,Not Okay,Immaterial
19,34,6,Its Okay to Cry,Faceshopping,Is it Cold in the Water
21,34,8,Ponyboy,Faceshopping,Immaterial
59,34,7,Faceshopping,Immaterial,Whole New World/Pretend World
31,34,5,Immaterial,NA,NA
127,34,7,Is it Cold in the Water,Infatuation,Immaterial
12,34,8,Is it Cold in the Water,Infatuation,Immaterial
92,34,8,Is it Cold in the Water,Pretending,Immaterial
161,34,5,Its Okay to Cry,Ponyboy,Immaterial
141,34,1,Is it Cold in the Water,Pretending,Immaterial
123,34,7,Its Okay to Cry,Faceshopping,Immaterial
30,34,10,Ponyboy,Immaterial,Whole New World/Pretend World
49,34,7,Ponyboy,Faceshopping,Pretending
39,34,7,Ponyboy,Faceshopping,Immaterial
